ID|TYPE|NAMERING|LEGRING|RINGSTART|RINGEND|RINGNOTUSEDREASON|NEWLEGRING|RINGVERIFICATION|DIARIO|RINGER|MEASURER|INTERMEDIARYRINGER|LAYMANID|EVENTDATE|EVENTDATEACCURACY|HOUR|EURINGPROVINCECODE|SCHEMEID|MUNICIPALITY|BIRDSTATION|LOCALITY|PERSONALPLACENAME|COORDINATESYSTEM|COORDINATEACCURACY|COORDINATEMEASUREMENTMETHOD|SOURCEOFRECOVERY|CAPTUREMETHOD|RINGSATTACHED|RECOVERYMETHOD|RECOVERYMETHODACCURACY|BIRDCONDITIONEURING|BIRDMOVED|NOTES|HIDDENNOTES|SPECIES|SPECIESACCURACY|BIRDCONDITION|BIRDACTIVITIES|AGE|AGEDETERMINATIONMETHOD|SEX|SEXDETERMINATIONMETHOD|WEIGHTINGRAMS|WINGLENGTHACCURACY|THIRDFEATHERLENGTHINMILLIS|MOULTING|LEGACYFAT|FAT|FATACCURACY|MUSCLEFITNESS|MUSCLEFITNESSACCURACY|BROODPATCH|CLUTCHNUMBER|CLUTCHNUMBEROWNER|NUMBEROFYOUNGS|AGEOFYOUNGSINDAYS|AGEOFYOUNGSACCURACY|ATTACHMENTPOINT|FIELDREADABLECODE|MAINCOLOR|CODECOLOR|CODEALIGN|UPSIDEDOWN|METALRINGCOLOR|ATTACHMENTLEFTRIGHT|MAINSHADE|ACCURACYOFCOLORS|NUMBEROFSIGHTNINGS|FIELDREADABLECHANGES|REMOVEDFIELDREADABLECODE|REMOVEDFIELDREADABLEMAINCOLOR|FIELDREADABLENOTES|ADDITIONALINFORMATIONCODE|FIELDREADABLECHANGEEURINGCODE|LEGACYSOMETHINGUNCERTAIN|CREATED|UNIFORMLAT|UNIFORMLON|EUREFLAT|EUREFLON|WGS84DECIMALLAT|WGS84DECIMALLON|WGS84DEGREELAT|WGS84DEGREELON|DISTANCETORINGINGINKILOMETERS|DIRECTIONTORINGINGINDEGREES|TIMETORINGINGINDAYS|BIOMETRICNOTES|HIRRUSBROODPATCH|HIRRUSLONGESTMIDDLERECTRIX|HIRRUSOUTMOSTLEFTRECTRIX|HIRRUSOUTMOSTRIGHTRECTRIX|HIRRUSTAILNOTCHDEEPNESS|HIRRUSBODYMOULTING|HIRRUSTENTHREMIGES|HIRRUSNINTHREMIGES|HIRRUSEIGHTREMIGES|HIRRUSNOTES|FIELDREADABLECONDITION|COLONYPAIRCOUNT|COLONYPAIRCOUNTACCURACY|COLONYSIZEINMETERS|COLONYNOTES|BATCAPTUREPLACE|BATAGE|BATAGEDETERMINATIONMETHOD|BATRIGHTARMLENGTHINMILLIS|BATLEFTARMLENGTHINMILLIS|BATFIFTHFINGERINMILLIS|BATREPRODUCTIVESTAGE|BATHIBERNATION|WINGWEAR|WINGLENGTHABNORMALITYREASON|EGGINSIDE|CLOACASIZE|CLOACASTATUS|SICKNESSNOTES|FAULTBARS|INJURIESNOTES|MOULTSTATUS|TER1MOULT|TER2MOULT|TER3MOULT|SEC6MOULT|SEC5MOULT|SEC4MOULT|SEC3MOULT|SEC2MOULT|SEC1MOULT|PRIM1MOULT|PRIM2MOULT|PRIM3MOULT|PRIM4MOULT|PRIM5MOULT|PRIM6MOULT|PRIM7MOULT|PRIM8MOULT|PRIM9MOULT|PRIM10MOULT|REC1MOULT|REC2MOULT|REC3MOULT|REC4MOULT|REC5MOULT|REC6MOULT|BODYFEATHERSMOULTINTENSITY|BODYFEATHERSMOULTPROGRESS|TARSUSLENGTHTOES|TARSUSLENGTHLASTSCALE|TARSUSDIAMETER|NAILLENGTH|PRIM1WINGFORMULA|PRIM2WINGFORMULA|PRIM3WINGFORMULA|PRIM4WINGFORMULA|PRIM5WINGFORMULA|PRIM6WINGFORMULA|PRIM7WINGFORMULA|PRIM8WINGFORMULA|PRIM9WINGFORMULA|PRIM10WINGFORMULA|OUTERSECONDARYWINGFORMULA|PRIM2EMARGINATION|TAILLENGTH|TAILLENTHVERTICAL|MOULTINGALULALEFT|MOULTINGALULARIGHT|MOULTINGCARPILEFT|MOULTINGCARPIRIGHT|MOULTINGBICOVERTSLEFT|MOULTINGBICOVERTSRIGHT|MOULTINGTETRIALLEFT|MOULTINGTETRIALRIGHT|MOULTINGTAILLEFT|MOULTINGTAILRIGHT|BEAKLENGTHSKULL|BEAKLENGTHFEATHERS|BEAKLENGTHNOSTRIL|HEADBEAKLENGTH|BEAKHEIGHT|BEAKWIDTH|FICHYPDROST|PYRPYRTAILSPOTS|FLEAS|LICES|SARCOPTICMANGES|POXVIRUS|PARASITENOTES|MITES|BIRDSFLIES|PARASITESAMPLES|MODIFIED|MODIFIEDBY|CUSTOMFIELD1|CUSTOMVALUE1|CUSTOMFIELD2|CUSTOMVALUE2|CUSTOMFIELD3|CUSTOMVALUE3|CUSTOMFIELD4|CUSTOMVALUE4|CUSTOMFIELD5|CUSTOMVALUE5|CUSTOMFIELD6|CUSTOMVALUE6|CUSTOMFIELD7|CUSTOMVALUE7|CUSTOMFIELD8|CUSTOMVALUE8|WINGLENGTHINMILLIMETERS|WINGLENGTHMINMEASUREMENT|MINUTE|PRIM10DISTANCEPCWINGFORMULA|INTERESTINGRECOVERY|VALIDFORLONGEVITY|NOLETTER|LEGACYWING|LEGACYWINGMIN|WINGLENGTHOTHERMETHOD|WINGLENGTHNOTES|NETID|FOREIGNRINGSCHEME|FOREIGNRING|FOREIGNRINGNOTES|NESTBOXID|WADERSANKLETTOE|WADERSFAT||ID.RINGING|TYPE.RINGING|NAMERING.RINGING|LEGRING.RINGING|RINGSTART.RINGING|RINGEND.RINGING|RINGNOTUSEDREASON.RINGING|NEWLEGRING.RINGING|RINGVERIFICATION.RINGING|DIARIO.RINGING|RINGER.RINGING|MEASURER.RINGING|INTERMEDIARYRINGER.RINGING|LAYMANID.RINGING|EVENTDATE.RINGING|EVENTDATEACCURACY.RINGING|HOUR.RINGING|EURINGPROVINCECODE.RINGING|SCHEMEID.RINGING|MUNICIPALITY.RINGING|BIRDSTATION.RINGING|LOCALITY.RINGING|PERSONALPLACENAME.RINGING|COORDINATESYSTEM.RINGING|COORDINATEACCURACY.RINGING|COORDINATEMEASUREMENTMETHOD.RINGING|SOURCEOFRECOVERY.RINGING|CAPTUREMETHOD.RINGING|RINGSATTACHED.RINGING|RECOVERYMETHOD.RINGING|RECOVERYMETHODACCURACY.RINGING|BIRDCONDITIONEURING.RINGING|BIRDMOVED.RINGING|NOTES.RINGING|HIDDENNOTES.RINGING|SPECIES.RINGING|SPECIESACCURACY.RINGING|BIRDCONDITION.RINGING|BIRDACTIVITIES.RINGING|AGE.RINGING|AGEDETERMINATIONMETHOD.RINGING|SEX.RINGING|SEXDETERMINATIONMETHOD.RINGING|WEIGHTINGRAMS.RINGING|WINGLENGTHACCURACY.RINGING|THIRDFEATHERLENGTHINMILLIS.RINGING|MOULTING.RINGING|LEGACYFAT.RINGING|FAT.RINGING|FATACCURACY.RINGING|MUSCLEFITNESS.RINGING|MUSCLEFITNESSACCURACY.RINGING|BROODPATCH.RINGING|CLUTCHNUMBER.RINGING|CLUTCHNUMBEROWNER.RINGING|NUMBEROFYOUNGS.RINGING|AGEOFYOUNGSINDAYS.RINGING|AGEOFYOUNGSACCURACY.RINGING|ATTACHMENTPOINT.RINGING|FIELDREADABLECODE.RINGING|MAINCOLOR.RINGING|CODECOLOR.RINGING|CODEALIGN.RINGING|UPSIDEDOWN.RINGING|METALRINGCOLOR.RINGING|ATTACHMENTLEFTRIGHT.RINGING|MAINSHADE.RINGING|ACCURACYOFCOLORS.RINGING|NUMBEROFSIGHTNINGS.RINGING|FIELDREADABLECHANGES.RINGING|REMOVEDFIELDREADABLECODE.RINGING|REMOVEDFIELDREADABLEMAINCOLOR.RINGING|FIELDREADABLENOTES.RINGING|ADDITIONALINFORMATIONCODE.RINGING|FIELDREADABLECHANGEEURINGCODE.RINGING|LEGACYSOMETHINGUNCERTAIN.RINGING|CREATED.RINGING|UNIFORMLAT.RINGING|UNIFORMLON.RINGING|EUREFLAT.RINGING|EUREFLON.RINGING|WGS84DECIMALLAT.RINGING|WGS84DECIMALLON.RINGING|WGS84DEGREELAT.RINGING|WGS84DEGREELON.RINGING|DISTANCETORINGINGINKILOMETERS.RINGING|DIRECTIONTORINGINGINDEGREES.RINGING|TIMETORINGINGINDAYS.RINGING|BIOMETRICNOTES.RINGING|HIRRUSBROODPATCH.RINGING|HIRRUSLONGESTMIDDLERECTRIX.RINGING|HIRRUSOUTMOSTLEFTRECTRIX.RINGING|HIRRUSOUTMOSTRIGHTRECTRIX.RINGING|HIRRUSTAILNOTCHDEEPNESS.RINGING|HIRRUSBODYMOULTING.RINGING|HIRRUSTENTHREMIGES.RINGING|HIRRUSNINTHREMIGES.RINGING|HIRRUSEIGHTREMIGES.RINGING|HIRRUSNOTES.RINGING|FIELDREADABLECONDITION.RINGING|COLONYPAIRCOUNT.RINGING|COLONYPAIRCOUNTACCURACY.RINGING|COLONYSIZEINMETERS.RINGING|COLONYNOTES.RINGING|BATCAPTUREPLACE.RINGING|BATAGE.RINGING|BATAGEDETERMINATIONMETHOD.RINGING|BATRIGHTARMLENGTHINMILLIS.RINGING|BATLEFTARMLENGTHINMILLIS.RINGING|BATFIFTHFINGERINMILLIS.RINGING|BATREPRODUCTIVESTAGE.RINGING|BATHIBERNATION.RINGING|WINGWEAR.RINGING|WINGLENGTHABNORMALITYREASON.RINGING|EGGINSIDE.RINGING|CLOACASIZE.RINGING|CLOACASTATUS.RINGING|SICKNESSNOTES.RINGING|FAULTBARS.RINGING|INJURIESNOTES.RINGING|MOULTSTATUS.RINGING|TER1MOULT.RINGING|TER2MOULT.RINGING|TER3MOULT.RINGING|SEC6MOULT.RINGING|SEC5MOULT.RINGING|SEC4MOULT.RINGING|SEC3MOULT.RINGING|SEC2MOULT.RINGING|SEC1MOULT.RINGING|PRIM1MOULT.RINGING|PRIM2MOULT.RINGING|PRIM3MOULT.RINGING|PRIM4MOULT.RINGING|PRIM5MOULT.RINGING|PRIM6MOULT.RINGING|PRIM7MOULT.RINGING|PRIM8MOULT.RINGING|PRIM9MOULT.RINGING|PRIM10MOULT.RINGING|REC1MOULT.RINGING|REC2MOULT.RINGING|REC3MOULT.RINGING|REC4MOULT.RINGING|REC5MOULT.RINGING|REC6MOULT.RINGING|BODYFEATHERSMOULTINTENSITY.RINGING|BODYFEATHERSMOULTPROGRESS.RINGING|TARSUSLENGTHTOES.RINGING|TARSUSLENGTHLASTSCALE.RINGING|TARSUSDIAMETER.RINGING|NAILLENGTH.RINGING|PRIM1WINGFORMULA.RINGING|PRIM2WINGFORMULA.RINGING|PRIM3WINGFORMULA.RINGING|PRIM4WINGFORMULA.RINGING|PRIM5WINGFORMULA.RINGING|PRIM6WINGFORMULA.RINGING|PRIM7WINGFORMULA.RINGING|PRIM8WINGFORMULA.RINGING|PRIM9WINGFORMULA.RINGING|PRIM10WINGFORMULA.RINGING|OUTERSECONDARYWINGFORMULA.RINGING|PRIM2EMARGINATION.RINGING|TAILLENGTH.RINGING|TAILLENTHVERTICAL.RINGING|MOULTINGALULALEFT.RINGING|MOULTINGALULARIGHT.RINGING|MOULTINGCARPILEFT.RINGING|MOULTINGCARPIRIGHT.RINGING|MOULTINGBICOVERTSLEFT.RINGING|MOULTINGBICOVERTSRIGHT.RINGING|MOULTINGTETRIALLEFT.RINGING|MOULTINGTETRIALRIGHT.RINGING|MOULTINGTAILLEFT.RINGING|MOULTINGTAILRIGHT.RINGING|BEAKLENGTHSKULL.RINGING|BEAKLENGTHFEATHERS.RINGING|BEAKLENGTHNOSTRIL.RINGING|HEADBEAKLENGTH.RINGING|BEAKHEIGHT.RINGING|BEAKWIDTH.RINGING|FICHYPDROST.RINGING|PYRPYRTAILSPOTS.RINGING|FLEAS.RINGING|LICES.RINGING|SARCOPTICMANGES.RINGING|POXVIRUS.RINGING|PARASITENOTES.RINGING|MITES.RINGING|BIRDSFLIES.RINGING|PARASITESAMPLES.RINGING|MODIFIED.RINGING|MODIFIEDBY.RINGING|CUSTOMFIELD1.RINGING|CUSTOMVALUE1.RINGING|CUSTOMFIELD2.RINGING|CUSTOMVALUE2.RINGING|CUSTOMFIELD3.RINGING|CUSTOMVALUE3.RINGING|CUSTOMFIELD4.RINGING|CUSTOMVALUE4.RINGING|CUSTOMFIELD5.RINGING|CUSTOMVALUE5.RINGING|CUSTOMFIELD6.RINGING|CUSTOMVALUE6.RINGING|CUSTOMFIELD7.RINGING|CUSTOMVALUE7.RINGING|CUSTOMFIELD8.RINGING|CUSTOMVALUE8.RINGING|WINGLENGTHINMILLIMETERS.RINGING|WINGLENGTHMINMEASUREMENT.RINGING|MINUTE.RINGING|PRIM10DISTANCEPCWINGFORMULA.RINGING|INTERESTINGRECOVERY.RINGING|VALIDFORLONGEVITY.RINGING|NOLETTER.RINGING|LEGACYWING.RINGING|LEGACYWINGMIN.RINGING|WINGLENGTHOTHERMETHOD.RINGING|WINGLENGTHNOTES.RINGING|NETID.RINGING|FOREIGNRINGSCHEME.RINGING|FOREIGNRING.RINGING|FOREIGNRINGNOTES.RINGING|NESTBOXID.RINGING|WADERSANKLETTOE.RINGING|WADERSFAT.RINGING|
9370485|recovery|X 0683948|X 0683948||||||428679|||||1995-10-13|0|8|ES02|ESA|||||WGS84-DMS|1000||2|||20|0|8||||ACRSCI||||1||||13|||||||||||||||||||||||||||||||0|||||||43.333333333|-1.783333333|432000|-14700|2720|238|35|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all|||||||||||||||||64|||||||64||||||||||||1590040|ringing|X 0683948|X 0683948|X 0683948|||X 0683948|||590||||1995-09-08||8|SF82||VEHKAL||||YKJ|100|||W||||||||ACRSCI||||1||||14.7||50||5||||||||||||||||||||||||||||||6718900|3511500|6716081|511326|60.58050554|27.20668636|603449|271224||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
9402838|recovery|X 0662967|X 0662967||||||495325|||||1997-06-04|0||RU04|RUM|||RYBACHIY, ZELENOGRADSKIY DISTRICT||WGS84-DMS|1000||2|||20|0|8||New ring added: Moskwa XC-21771||ACRSCI|||||||||||||||||||||||||||||||||||||||0|||||||55.2|20.766666667|551200|204600|585|190|631|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1581680|ringing|X 0662967|X 0662967|X 0662967|||X 0662967|||961||||1995-09-12||6|SF86||KAARIN|RAUOLA|||YKJ|100|||W||||||||ACRSCI||||1||||11.9||48.5|||1|||||||||||||||||||||||||||||6708300|3240200|6705484|240136|60.401897182|22.280999629|602406|221651||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all|||||||||||||||||||||||||||||||||||
9370812|recovery|X 0669688|X 0669688||||||456171|||||1996-09-08|0||BL24|BLB|||||WGS84-DMS|1000||2|||20|0|8||||ACRSCI||||1|||||||||||||||||||||||||||||||||||0|||||||50.6|5.4|503600|52400|1615|237|44|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1583461|ringing|X 0669688|X 0669688|X 0669688|||X 0669688|||2642||||1996-07-26||6|SF87||ESPOO||||YKJ|100|||L||||||||ACRSCI||||1|K|||12.4||50||1||||||||||||||||||||||||||||||6678200|3379200|6675397|379080|60.19743244|24.81882822|601150|244907||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
9374924|recovery|X 0762148|X 0762148||||||434641|||||1996-08-23|0||BL20|BLB|||||WGS84-DMS|1000||2|||20|0|8||||ACRSCI||||1|||||||||||||||||||||||||||||||||||0|||||||51.333333333|4.316666667|512000|41900|1742|244|13|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1633384|ringing|X 0762148|X 0762148|X 0762148|||X 0762148|||590||||1996-08-10||6|SF82||VEHKAL||||YKJ|100|||W||||||||ACRSCI||||1||||14.1||52||5||||||||||||||||||||||||||||||6718900|3511500|6716081|511326|60.58050554|27.20668636|603449|271224||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
9383905|recovery|X 0796010|X 0796010||||||434617|||||1996-08-18|0|7|SV51|SVS|||||WGS84-DMS|1000||2|||20|0|8||KL 07||ACRSCI||||1|||||||||||||||||||||||||||||||||||0|||||||55.516666667|12.933333333|553100|125600|773|230|13|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1641518|ringing|X 0796010|X 0796010|X 0796010|||X 0796010|||887||||1996-08-05||5|SF86||KAARIN|RAUOLA|||YKJ|100|||W||||||||ACRSCI||||1||||10.7||53|||1|||||||||||||||||||||||||||||6708300|3240200|6705484|240136|60.401897182|22.280999629|602406|221651||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all|||||||||||||||||||||||||||||||||||
9401695|recovery|X 0791151|X 0791151||||||494201|||||1996-09-15|0||ES53|ESI|||SAN MARTIN DE LA VEGA||WGS84-DMS|1000||2|||20|0|8||||ACRSCI|||||||||||||||||||||||||||||||||||||||0|||||||40.216666667|-3.583333333|401300|-33500|2894|231|41|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1638832|ringing|X 0791151|X 0791151|X 0791151|||X 0791151|||447||||1996-08-05||7|SF86||HALIKK||||YKJ|100|||W||||||||ACRSCI|||O|1|K|||12||51.4||1||||||||||||||||||||||||||||||6702200|3284300|6699386|284218|60.37320651|23.08568194|602223|230508||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
9998420|recovery|X 0803663|X 0803663||||||496433|||||1998-05-18|0||RU04|RUM|||ZELENOGRADSKIY DISTR., RYBACHIY||WGS84-DMS|1000||2|||20|0|8||"Acrocephalus schoenobaenus" New ring added: Moskwa O-899 513|||||||||||||||||||||||||||||||||||||||||0|||||||55.2|20.766666667|551200|204600|585|190|614|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1634503|ringing|X 0803663|X 0803663|X 0803663|||X 0803663|||2591||||1996-09-11||9|SF86||KAARIN|RAUOLA|||YKJ|100|||W||||||||ACRSCI||||1||||10.9||50|||1|||||||||||||||||||||||||||||6708300|3240200|6705484|240136|60.401897182|22.280999629|602406|221651||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all|||||||||||||||||||||||||||||||||||
10127069|recovery|X 0925278|X 0925278||||||463220|||||1997-09-20|0||DK01|DKC|||||WGS84-DMS|1000||2|||20|0|8||||ACRSCI||||1|||||||||||||||||||||||||||||||||||0|||||||54.733333333|10.7|544400|104200|933|233|37|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1682900|ringing|X 0925278|X 0925278|X 0925278|||X 0925278|||2645||||1997-08-14||7|SF86||KAARIN|RAUOLA|||YKJ|100|||W||||||||ACRSCI||||1||||11.9||48|||2|||||||||||||||||||||||||||||6708300|3240200|6705484|240136|60.401897182|22.280999629|602406|221651||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all|||||||||||||||||||||||||||||||||||
9407417|recovery|X 0925407|X 0925407||||O 0901407||496953|||||1998-07-06|0||RU04|RUM|||RYBACHIY, ZELENOGRADSKIY DISTR.||WGS84-DMS|1000||2|||20|0|8||Ring Moskwa O-901 407 added||ACRSCI|||||||||||||||||||||||||||||||||||||||0|||||||55.2|20.766666667|551200|204600|585|190|307|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1683001|ringing|X 0925407|X 0925407|X 0925407|||X 0925407|||2639||||1997-09-02||6|SF86||KAARIN|RAUOLA|||YKJ|100|||W||||||||ACRSCI||||1||||9.9||49.5|||2|||||||||||||||||||||||||||||6708300|3240200|6705484|240136|60.401897182|22.280999629|602406|221651||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all|||||||||||||||||||||||||||||||||||
9992261|recovery|K 0712333|K 0712333||||||908964|||||1970-09-12|0||SV46||||||WGS84|1000||2|||20|0|8||VANHAA EUR-DATAA 1970 896400 RENG-PROVINSSI = 486||ACRSCI|||||||||||||||||||||||||||||||||||||||0|||||||57.9000015|14.3000002|575400|141800|529|240|15|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1771727|ringing|K 0712333|K 0712333|K 0712333|||K 0712333|||||||1970-08-28|||||||||WGS84|1000|||||||||||ACRSCI||||FL||||||||||||||||||||||||||||||||||||||6719938|3231053|6717117|230993|60.5|22.1000004|603000|220600||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
9989891|recovery|K 0846712|K 0846712|||||T|940079|||||1972-09-16|0||NL19||||||WGS84|1000||2|||20|0|8||VANHAA EUR-DATAA 1972 4007900 RENG-PROVINSSI = 487||ACRSCI|||||||||||||||||||||||||||||||||||||||0|||||||52.0999985|4.3000002|520559|41800|1556|244|41|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1762016|ringing|K 0846712|K 0846712|K 0846712|||K 0846712|||||||1972-08-06|||||||||WGS84|1000|||||||||||ACRSCI||||1||||||||||||||||||||||||||||||||||||||6678167|3389254|6675364|389130|60.2000008|25|601200|250000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
9157484|recovery|J 0776459|J 0776459||||||101364|||||1981-05-24|0||SV44||||||WGS84|1000||2|||20|0|8||A.SCIRPACEUS 68MM,11.0G||||||+1|||||||||||||||||||||||||||||||||||0|||||||57.2999992|11.8999996|571759|115359|820|253|280|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1861099|ringing|J 0776459|J 0776459|J 0776459|||J 0776459|||400||||1980-08-16|||SF87||HELSIN||||WGS84-DMS|1000|||V||||||||ACRSCI||||1|V|||||||||||||||||||||||||||||||||||||6678168|3389255|6675365|389131|60.2|25|601200|250000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all|||||||||||||||||64|||||||64|||||||||||
9414533|recovery|X 0986685|X 0986685||||||496789|||||1998-09-22|0||BL27|BLB|||ST GILLIS DENDERMONDE||WGS84-DMS|1000||2|V||20|0|8||||ACRSCI||||1|||||||||||||||||||||||||||||||||||0|||||||51.016666667|4.116666667|510100|40700|1641|241|20|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||1977935|ringing|X 0986685|X 0986685|X 0986685|||X 0986685|||888||||1998-09-02||7|SF87||ESPOO||||YKJ|100|||W||||||||ACRSCI||||1|V|||11.5||50||3||||||||||||||||||||||||||||||6678300|3379200|6675497|379080|60.19832933|24.81876867|601153|244907||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
9993349|recovery|J 0014383|J 0014383|||||T|924966|||||1973-08-31|0||FR18||||||WGS84|1000||2|||20|0|8||VANHAA EUR-DATAA 1973 2496600 RENG-PROVINSSI = 486||ACRSCI|||||||||||||||||||||||||||||||||||||||0|||||||49|6.5|490000|63000|1615|225|34|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||287974|ringing|J 0014383|J 0014383|J 0014383|||J 0014383|||128||||1973-07-28|||SF86||TURKU||||WGS84-DMS|1000|||V||||||||ACRSCI||||1||||||||||||||||||||||||||||||||||||||6712052|3236915|6709234|236852|60.433333333|22.216666667|602600|221300||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-15|reprocess-all|||||||||||||||||||||||||||||||||||
9408819|recovery|X 0929211|X 0929211||||||496106||||1263|1998-09-01|0||DEFD||||VELBERT-MEIBERG, KREIS METTMANN||WGS84-DMS|1000||2|V||20|0|8||Kerbe: 11.2 mm, Schwanz: 53.0 mm||ACRSCI||||1||||11.3||49|||||||||||||||||||||||||||||0|||||||51.3|7.05|511800|70300|1414|232|28|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all|||||||||||||||||65|||||||65||||||||||||2017433|ringing|X 0929211|X 0929211|X 0929211|||X 0929211|||447||||1998-08-04||6|SF86||HALIKK||||YKJ|100|||V||||||||ACRSCI|||O|1|K|||11.4||50.2||0||||||||||||||||||||||||||||||6702200|3284300|6699386|284218|60.37320651|23.08568194|602223|230508||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
9406995|recovery|X 0980347|X 0980347|||||T|496451|||||1998-09-09|0||SV46|SVS|||HUSKVARNA||WGS84-DMS|1000||2|||1|0|2|||||||||||||||||||||||||||||||||||||||||||0|||||||57.8|14.266666667|574800|141600|798|253|15|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2023-12-16|reprocess-all||||||||||||||||||||||||||||||||||||2019701|ringing|X 0980347|X 0980347|X 0980347|||X 0980347|||590||||1998-08-25||8|SF82||VEHKAL||||YKJ|100|||W||||||||ACRSCI||||1||||11.4||51.5||0||||||||||||||||||||||||||||||6718900|3511500|6716081|511326|60.58050554|27.20668636|603449|271224||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
